Index,Standing screen display size,Screen Resolution,Max Screen Resolution,Processor,RAM,Memory Speed,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Graphics Card Ram Size,Wireless Type,Number of USB 3.0 Ports,Average Battery Life (in hours),Brand,Series,Item model number,Hardware Platform,Operating System,Item Weight,Product Dimensions,Item Dimensions  LxWxH,Color,Processor Brand,Number of Processors,Computer Memory Type,Flash Memory Size,Hard Drive Interface,Optical Drive Type,Voltage,Batteries,Power Source,Number of USB 2.0 Ports,Hard Drive Rotational Speed,National Stock Number,Rear Webcam Resolution,Package Dimensions,Audio-out Ports (#),Manufacturer,Language,ASIN,Date First Available,Department,Is Discontinued By Manufacturer,Country of Origin,Cover Material,Number of Items,Ruling,Sheet Size,Manufacturer Part Number,Part Number,Size,Style,Wattage,Item Package Quantity,Display Style,Special Features,Usage,Included Components,Batteries Included?,Batteries Required?,Battery Cell Type,Warranty Description,Price($)
7045,‎14 Inches,‎1366 x 768 pixels,,‎2.6 GHz ryzen_3_3200u,‎8 GB DDR4,‎3.5 GHz,‎256 GB SSD,‎AMD Radeon,‎AMD,‎Integrated,,‎802.11bgn,,‎8 Hours,‎hp,,‎HP 14,,‎Windows 10 Home,‎4.25 pounds,‎13.75 x 8.89 x 0.78 inches,‎13.75 x 8.89 x 0.78 inches,,‎AMD,‎2,‎DDR3 SDRAM,‎256 GB,‎SATA 3 GB/s,,‎5 Volts,‎1 Lithium Ion batteries required. (included),,,‎1.00,,‎1.2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.0
7047,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎2.8 GHz celeron,‎4 GB DDR4,‎2.8 GHz,‎SSD,‎Intel HD Graphics,‎Intel,‎Integrated,‎4 GB,‎Bluetooth,‎2,‎11 Hours,‎ASUS,‎ASUS Chromebook CX1,‎CX1500CKA-DH44F,,‎Chrome OS,‎6 pounds,‎14.2 x 9.8 x 0.7 inches,‎14.2 x 9.8 x 0.7 inches,‎Transparent Silver,‎Intel,‎2,‎DDR4 SDRAM,‎64 GB,‎USB 3.2,‎No Driver,‎15 Volts,‎1 Lithium Ion batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.99
7052,‎15.6 Inches,‎1920 x 1080 pixels,‎1920x1080 Pixels,‎core_i3,‎8 GB LPDDR5,‎4800 MHz,‎128 GB ufs,‎Intel UHD Graphics,‎Intel,‎Integrated,,‎802.11ax,‎3,‎14 Hours,‎HP,‎HP Chromebook Laptop,,,‎Chrome OS,‎3.81 pounds,‎14.28 x 9.51 x 0.78 inches,‎14.28 x 9.51 x 0.78 inches,‎8GB RAM |128GB Storage+128GB SD Card,‎Intel,‎8,‎DDR5 RAM,‎128 GB,‎Solid State,,,‎1 Lithium Ion batteries required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.99
7056,‎15.5 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎4 GHz ryzen_5_5500u,‎8 GB DDR4,,‎1 TB SSD,,‎AMD,‎Integrated,‎4 GB,‎802.11ac,‎1,,‎HP,‎15-ds1063cl,‎15-ds1063cl,,‎Windows 11 Home,‎4.09 pounds,‎9.25 x 14.17 x 0.78 inches,‎9.25 x 14.17 x 0.78 inches,‎Green,‎AMD,‎6,‎DDR4 SDRAM,‎8 GB,‎Solid State,‎No Optical Drive,‎240 Volts,‎1 Lithium Ion batteries required.,,‎2,‎7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.99
7057,‎15.5 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎4 GHz ryzen_5_5500u,‎8 GB DDR4,,‎1 TB SSD,,‎AMD,‎Integrated,‎4 GB,‎802.11ac,‎1,,‎HP,‎15-ds1063cl,‎15-ds1063cl,,‎Windows 11 Home,‎4.09 pounds,‎9.25 x 14.17 x 0.78 inches,‎9.25 x 14.17 x 0.78 inches,‎Green,‎AMD,‎6,‎DDR4 SDRAM,‎8 GB,‎Solid State,‎No Optical Drive,‎240 Volts,‎1 Lithium Ion batteries required.,,‎2,‎7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.99
7058,‎11.6 Inches,‎1366 x 768 pixels,,‎1.1 GHz celeron_n3450,‎4 GB DDR4,‎2.2 GHz,‎64 GB Emmc,‎Intel HD Graphics 500,‎Intel,‎Integrated,‎4 GB,‎802.11ac,,,‎Lenovo,‎300e-convertible,‎Lenovo-300e-convertible-laptop,‎Windows,‎Windows 10 Home,‎3.19 pounds,‎11.83 x 8.36 x 0.92 inches,‎11.83 x 8.36 x 0.92 inches,‎Black,‎Intel,‎4,‎DDR DRAM,‎64,,,‎3.7 Volts,‎1 Lithium Polymer batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.99
7059,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎4.4 GHz core_i3,‎16 GB DDR4,‎3200 MHz,‎512 GB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,‎16 GB,"‎Bluetooth, 802.11a/g/n/ac",,‎10 Hours,‎HP,‎Laptop 15,‎Laptop 15,‎PC,‎Windows 11 Home,‎3.75 pounds,‎14.11 x 9.53 x 0.78 inches,‎14.11 x 9.53 x 0.78 inches,‎Silver,‎Intel,‎6,‎DDR4 SDRAM,,‎Solid State,‎No Optical Drive,‎110 Volts,,‎AC & Battery,,‎7200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.98
7072,‎14 Inches,‎1920 x 1080 pixels,‎1920x1080 Pixels,‎4.4 GHz core_i5,‎DDR4,,‎512 GB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎4 GB,‎802.11ax,‎2,,‎Lenovo,‎IdeaPad 3i,‎IdeaPad 3i,,‎Windows 11 Home,‎3.15 pounds,‎12.76 x 0.78 x 8.49 inches,‎12.76 x 0.78 x 8.49 inches,‎Gray,‎Intel,‎10,‎DDR4 SDRAM,,‎Solid State,‎No Optical Drive,,,,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.0
7073,‎15 Inches,‎1366x768,‎1366 x 768 Pixels,‎2.6 GHz pentium_other,‎8 GB DDR4,‎2400 MHz,‎128 GB SSD,‎Intel,‎Intel,‎Integrated,‎8 GB,‎802.11bgn,,‎3 Hours,‎HP,‎HPS13,‎HPS13,‎PC,‎Windows 11 S,‎5 pounds,‎14.3 x 9.89 x 0.8 inches,‎14.3 x 9.89 x 0.8 inches,‎Grey,‎Intel,‎4,‎DDR4 SDRAM,,‎Solid State,,,,‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.67
7079,‎10.1 Inches,‎1366 x 768 pixels,,‎1100 GHz intel_atom_z530,‎4 GB DDR,,‎64 GB Emmc,‎Intel HD Graphics 400,‎AMD,‎Integrated,‎16 GB,,‎3,‎10 Hours,‎HP,‎HP 10-p018wm,‎X7U47UA,‎PC,‎Windows 10,‎2.2 pounds,‎21 x 16 x 2 inches,‎21 x 16 x 2 inches,,‎Intel,‎1,‎DDR2 SDRAM,‎16,‎eSATA,‎BD-R,,‎1 Lithium Polymer batteries required.,‎Battery Powered,‎3,‎16 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0
7081,‎14 Inches,‎1920 x 1080,‎1920 x 1080 Pixels,‎3.4 GHz,,‎1600 MHz,‎Flash Storage,‎Intel UHD Graphics,‎Intel,‎UHD Graphics,,,,‎8 Hours,‎Lenovo,‎14e Chromebook Gen 3,‎82W6000AUS,,‎Chrome OS,‎4.7 pounds,‎8.5 x 12.8 x 0.67 inches,‎8.5 x 12.8 x 0.67 inches,‎Storm Gray,‎Intel,‎1,‎DDR4 SDRAM,‎32 GB,,‎No Information Available,,‎1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.95
7084,‎11.6 Inches,‎1366 x 768 pixels,‎1366 x 768,‎3 GHz amd_a_series,‎4 GB DDR4,‎2666 MHz,‎64 GB 64GB eMMC Storage,‎AMD Radeon R5,‎AMD,‎Integrated,‎2 MB,‎802.11bgn,‎1,,‎Dell,‎Inspiron 11 3195 2 in 1,‎i3195-A525GRY-PUS,,‎Windows 10 Home,‎3.87 pounds,,,‎Gray,‎AMD,‎1,‎DDR4 SDRAM,‎4,‎eSATA,,‎240 Volts,‎1 Lithium Polymer batteries required. (included),,‎2,‎5400 RPM,,,‎16.06 x 10.51 x 2.91 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,159.0
7085,‎11.6 Inches,‎1366 x 768 pixels,‎1366 x 768,‎3 GHz amd_a_series,‎4 GB DDR4,‎2666 MHz,‎64 GB 64GB eMMC Storage,‎AMD Radeon R5,‎AMD,‎Integrated,‎2 MB,‎802.11bgn,‎1,,‎Dell,‎Inspiron 11 3195 2 in 1,‎i3195-A525GRY-PUS,,‎Windows 10 Home,‎3.87 pounds,,,‎Gray,‎AMD,‎1,‎DDR4 SDRAM,‎4,‎eSATA,,‎240 Volts,‎1 Lithium Polymer batteries required. (included),,‎2,‎5400 RPM,,,‎16.06 x 10.51 x 2.91 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,159.0
7089,‎10.1 Inches,‎1280 x 800 pixels,‎1280 x 800 Pixels,‎1.8 GHz a33_arm_cortex_a7_quad_core,‎1 GB,,‎8 GB SSD,‎HD,‎VIA,‎Integrated,‎1 GB,‎Bluetooth,,,‎Tablets & Computers,‎Kids Laptop,‎WM8880,‎Linux,‎Linux- Android,‎2.92 pounds,,,‎Black,‎VIA,‎4,‎DDR SDRAM,‎8 GB,‎Unknown,,‎3.7 Volts,‎1 Lithium Polymer batteries required.,,,,,,‎12.32 x 10.35 x 2.01 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,149.99
7093,‎14 Inches,‎1920 x 1200 pixels,‎Win 11 Home,‎4.3 GHz ryzen_5,‎8 GB DDR4,‎3200 MHz,‎512 GB SSD,‎AMD Radeon Graphics,‎AMD,‎Integrated,‎8 GB,"‎Bluetooth, 802.11ax",‎3,,‎Dell,‎Inspiron 14 5425,‎i5425-A396SLV-PUS,‎PC,‎Windows 11 Home,‎3.4 pounds,‎12.36 x 12.36 x 0.62 inches,‎12.36 x 12.36 x 0.62 inches,‎Platinum Silver,‎AMD,‎6,‎DDR4 SDRAM,‎512 GB,‎SATA 6 GB/s,,‎240 Volts (AC),‎1 Lithium Ion batteries required. (included),,,,,‎0.92 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.04
7098,‎15.6 Inches,‎1366 x 768 pixels,‎1366 x 768 Pixels,‎4.1 GHz apple_ci3,‎16 DDR4,‎2666 MHz,‎1 TB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,,‎Bluetooth,,,‎HP,,‎Essential,‎PC,‎Windows 11,‎3.72 pounds,‎14.11 x 9.53 x 0.71 inches,‎14.11 x 9.53 x 0.71 inches,,‎Intel,‎2,‎DDR4 SDRAM,,‎PCIE x 4,,‎5 Volts,,‎Battery Powered,,‎5400.00,,‎720 Pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.94
7101,‎10.51 Inches,‎1920 x 1080 pixels,‎1920 x 1280 Pixels,‎1.1 GHz pentium,,,‎128 GB,‎Intel UHD/HD Graphics,‎Intel,‎Integrated,,"‎802.11n, 802.11b, 802.11a, 802.11ac, 802.11g",,‎11 Hours,‎Microsoft,‎Surface Go,,‎Windows,‎Windows 11 Home in S mode,‎1.2 pounds,‎7.98 x 10.82 x 1.89 inches,‎7.98 x 10.82 x 1.89 inches,‎Black,‎Intel,‎2,‎DDR DRAM,‎128 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.0
7110,‎13.3 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎2.4 GHz athlon,‎32 GB DDR4,‎2400 MHz,‎256 GB SSD,‎AMD Radeon Graphics,‎AMD,,‎4 GB,"‎Bluetooth, 2.4 GHz Radio Frequency",,,‎Lenovo,‎LEN20UXS06900,‎20UXS06900,‎PC,‎Chrome OS,‎3.3 pounds,‎12 x 8 x 1 inches,‎12 x 8 x 1 inches,,‎AMD,‎4,‎DDR4 SDRAM,‎4 GB,,,‎12.5 Volts,,‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.99
7117,‎14 Inches,‎1920 x 1080 pixels,‎1920x1080 Pixels,‎1.8 GHz core_i7,‎16 GB DDR4,,‎256 GB SSD,‎UHD,‎Intel,‎Integrated,,‎802.11a/g/n/ac,‎3,,‎HP,‎840 G7,‎840 G7,‎PC,‎Windows 10 Pro,‎1 pounds,‎0.7 x 8.45 x 12.74 inches,‎0.7 x 8.45 x 12.74 inches,‎Silver,‎Intel,‎1,‎DDR4 SDRAM,,‎PCIE x 8,,,‎1 Lithium Ion batteries required.,‎AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.99
7119,‎14 Inches,‎1366 x 768 pixels,‎1366 x 768,‎1 1_2GHz_Cortex_A8,‎4 GB DDR,‎1866 MHz,‎32 GB Emmc,‎AMD Radeon R5,‎AMD,‎Integrated,‎2 MB,"‎802.11b, 802.11g",‎2,,‎HP,‎HP Chromebook,‎6CD26UA,,‎Chrome OS,‎3.4 pounds,‎13.27 x 8.94 x 7.2 inches,‎13.27 x 8.94 x 7.2 inches,‎Grey,‎AMD,‎2,‎DDR SDRAM,‎4 GB,‎ATA-4,‎BD-R,‎5 Volts,‎1 Lithium Ion batteries required.,‎Battery Powered,‎2,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.99
7120,‎15.6 Inches,‎1366 x 768 pixels,‎1366 x 768 Pixels,‎3 GHz core_i3_family,‎16 GB DDR4,,‎1 TB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,,‎802.11ac,,,‎HP,‎TPN-Q222_2D1**AV,‎TPN-Q222_2D1**AV,‎PC,‎Windows 11 Home,‎3.73 pounds,‎20.47 x 12.01 x 2.72 inches,‎20.47 x 12.01 x 2.72 inches,,‎Intel,‎2,‎DDR4 SDRAM,,‎PCIE x 4,,,,‎AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0
7121,‎14 Inches,‎1920 x 1080 pixels,,‎2.4 GHz,‎8 GB DDR4,,‎256 GB,,‎Intel,‎Integrated,,‎802.11ax,,,‎HP,‎HP EliteBook,‎FOLIO 1040 G3,,‎Windows 10 Pro,‎4.64 pounds,‎9.23 x 13.3 x 0.65 inches,‎9.23 x 13.3 x 0.65 inches,,‎Intel,,‎DDR3 SDRAM,,,,,‎1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.89
7122,‎13.5 Inches,‎3000 x 2000 pixels,‎3000 x 2000,‎2.4 GHz core_i5,‎8 GB DDR3,,‎128 GB SSD,‎Intel HD Graphics 620,‎NVIDIA,"‎Integrated, Dedicated",,‎802.11ac,,‎17 Hours,‎Microsoft,"‎Surface Book 2 13.5""",‎JHT-00001,‎PC,‎Windows 10,‎3.4 pounds,‎51 x 12.3 x 9.14 inches,‎51 x 12.3 x 9.14 inches,,‎Intel,‎4,‎DDR3 SDRAM,‎128 GB,‎Solid State,,‎120 Volts,,‎Battery Powered,,,,‎8 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.0
7123,‎14 Inches,‎1366 x 768 pixels,‎1366 x 768 Pixels,‎1.2 GHz amd_e_series,‎4 GB DDR4,‎2.6 GHz,‎Embedded MultiMediaCard,‎AMD Radeon Graphics,‎AMD,‎Integrated,‎4 GB,"‎802.11a/b/g/n/ac, Bluetooth",,‎9 Hours,‎HP,‎14-fq0060nr,‎14-fq0060nr,‎PC,‎Windows 10 Home,‎3.24 pounds,‎12.76 x 8.86 x 0.71 inches,‎12.76 x 8.86 x 0.71 inches,‎Pale Rose Gold,‎AMD,‎2,‎DDR4 SDRAM,‎64,,‎No Optical Drive,‎5 Volts,‎1 Lithium Ion batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.46
7124,‎15.6 Inches,‎1920x1080,‎1920 x 1080 Pixels,‎3.4 GHz Intel_Mobile_CPU,‎16 GB DDR4,‎2666 MHz,‎512 GB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,‎16 GB,‎5 GHz Radio Frequency,‎2,‎5 Hours,‎Auusda,‎F152A,‎F152A,‎PC,‎Windows 11 Pro,‎4.79 pounds,‎14.17 x 10.82 x 0.59 inches,‎14.17 x 10.82 x 0.59 inches,‎Silver,‎Intel,‎4,‎DDR4 SDRAM,‎512 GB,‎PCIE x 16,‎No Optical Drive,‎7.6 Volts,‎1 Lithium Ion batteries required. (included),‎AC & Battery,,,,‎0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.07
7128,‎11.6 Inches,‎1366 x 768,‎1366 x 768 Pixels,‎2 GHz mediatek_mt8183,‎4 GB LPDDR4,,‎32 GB SSD,‎MediaTek Integrated,‎MediaTek,‎Integrated,,"‎Bluetooth, 802.11b",,‎37 Hours,‎HP Inc.,‎056-01-4094,‎18J38UA,‎PC,‎Chrome OS,‎1 pounds,‎17 x 3 x 10 inches,‎17 x 3 x 10 inches,,‎Qualcomm,‎8,‎DDR4 SDRAM,‎32 GB,‎Solid State,,,‎1 Lithium Polymer batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.99
7136,‎15.6 Inches,‎1366 x 768 pixels,‎1366 x 768 pixels,‎a_series_quad_core_a6,‎4 GB,‎1866 MHz,‎1000 GB HDD,‎AMD Radeon R4,‎AMD,‎Dedicated,,‎802.11bgn,,‎9 Hours,‎HP,,‎15-DB0011DX,,‎Windows 10,‎4.62 pounds,‎9.7 x 14.8 x 0.9 inches,‎9.7 x 14.8 x 0.9 inches,,‎AMD,‎2,‎DDR4 SDRAM,,,,‎5 Volts,‎1 Lithium Ion batteries required. (included),‎Battery Powered,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.99
7139,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎2.1 GHz ryzen_5_5500u,,,‎256 GB SSD,‎AMD Radeon Graphics,‎AMD,‎Radeon Graphics,,"‎Bluetooth, 802.11ax",‎4,‎750 Hours,‎Lenovo,‎ThinkBook 15 G3 ACL,‎21A4002HUS,‎PC,‎Windows 10 Pro,‎3.75 pounds,‎9.3 x 14.1 x 0.74 inches,‎9.3 x 14.1 x 0.74 inches,‎Mineral Gray,‎AMD,‎1,‎DDR4 SDRAM,‎256 GB,,‎No,‎230 Volts,,‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.0
7142,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080,‎2.1 GHz ryzen_5_3500u,‎8 GB DDR4,,‎256 GB SSD,‎AMD Radeon Vega 8,‎AMD,‎Integrated,,‎802.11ac,,,‎ASUS,,‎Q406DA-BR5T6,,‎Windows 10 Home,‎1 pounds,‎12.7 x 8.3 x 0.7 inches,‎12.7 x 8.3 x 0.7 inches,‎Black,‎AMD,‎8,‎DDR4 SDRAM,‎256 GB,‎NVMe,,‎120 Volts,‎1 Lithium Ion batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0
7143,‎14 Inches,‎1366 x 768,‎1366 x 768 Pixels,‎1.7 GHz ryzen_3,‎16 GB DDR4,‎3200 MHz,‎512 GB SSD,‎AMD Radeon Graphics,‎AMD,‎Integrated,,‎802.11ac,‎3,‎6 Hours,‎HP,‎14-FQ100,‎14-FQ1003CL-CTO,‎PC,‎Windows 11 Pro,‎3.24 pounds,‎12.76 x 8.86 x 0.71 inches,‎12.76 x 8.86 x 0.71 inches,‎Black,‎AMD,‎4,‎DDR4 SDRAM,,‎PCIE x 4,‎No Optical Drive,,,‎AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.0
7146,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎2.9 GHz celeron,‎12 GB DDR4,,‎512 GB SSD,,‎Intel,‎Integrated,‎12 GB,,‎2,,‎UGRIHACH,‎AM1503,,‎PC,,‎3.26 pounds,‎15.6 x 0.5 x 9.9 inches,‎15.6 x 0.5 x 9.9 inches,‎Silver,‎Intel,‎4,‎DDR4 SDRAM,‎512 GB,,‎No Optical Drive,‎5 Volts,‎1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.85
7147,‎12.3 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎1.6 GHz core_i5,‎8 GB,,‎256 GB SSD,‎Intel UHD Graphics 620,‎Intel,‎Integrated,,,,,‎Dell,‎Dell Latitude 7200 2-in-1,‎7200 2-in-1,‎PC,‎Windows 11,‎1.9 pounds,‎11.5 x 8.23 x 0.37 inches,‎11.5 x 8.23 x 0.37 inches,‎Black,‎Dell,‎4,‎DDR4 SDRAM,,‎Solid State,,,‎1 Lithium Ion batteries required.,‎AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.99
7148,‎11.6 Inches,‎1366 x 768 pixels,,‎1.6 GHz celeron,‎4 GB DDR3,‎2400 MHz,‎16 GB Emmc,‎Intel HD Graphics 400,‎Intel,‎Integrated,‎2 MB,‎802.11ac,,‎11 Hours,‎SAMSUNG,‎Samsung Chromebook,‎XE501C13-K02US,‎PC,‎Chrome OS,‎2.6 pounds,‎11.4 x 8 x 0.7 inches,‎11.4 x 8 x 0.7 inches,‎Night Charcoal,‎Intel,‎1,‎DDR3 SDRAM,‎32,‎Solid State,‎No Optical Drive,‎3.7 Volts,‎1 Lithium Polymer batteries required. (included),‎Battery Powered,‎2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.99
7151,‎12.3 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎1.6 GHz core_i5,‎8 GB,,‎256 GB SSD,‎Intel UHD Graphics 620,‎Intel,‎Integrated,,,,,‎Dell,‎Dell Latitude 7200 2-in-1,‎7200 2-in-1,‎PC,‎Windows 11,‎1.9 pounds,‎11.5 x 8.23 x 0.37 inches,‎11.5 x 8.23 x 0.37 inches,‎Black,‎Dell,‎4,‎DDR4 SDRAM,,‎Solid State,,,‎1 Lithium Ion batteries required.,‎AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.99
7152,‎11.6 Inches,‎1366 x 768 pixels,,‎1.6 GHz celeron,‎4 GB DDR3,‎2400 MHz,‎16 GB Emmc,‎Intel HD Graphics 400,‎Intel,‎Integrated,‎2 MB,‎802.11ac,,‎11 Hours,‎SAMSUNG,‎Samsung Chromebook,‎XE501C13-K02US,‎PC,‎Chrome OS,‎2.6 pounds,‎11.4 x 8 x 0.7 inches,‎11.4 x 8 x 0.7 inches,‎Night Charcoal,‎Intel,‎1,‎DDR3 SDRAM,‎32,‎Solid State,‎No Optical Drive,‎3.7 Volts,‎1 Lithium Polymer batteries required. (included),‎Battery Powered,‎2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.99
7156,‎17.3 Inches,‎1600 x 900 pixels,‎1600 x 900 Pixels,‎3.1 GHz pentium_other,‎16 GB DDR4,,‎512 GB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,,"‎Bluetooth, 802.11ac",,‎8 Hours,‎HP,‎HP Laptop,‎HP Laptop,‎PC,‎Windows 11 Pro,‎4.52 pounds,‎15.78 x 10.15 x 0.81 inches,‎15.78 x 10.15 x 0.81 inches,‎Silver,‎Intel,‎4,‎DDR4 SDRAM,‎512 GB,‎Solid State,‎No Optical Drive,‎45 Volts,‎1 Lithium Ion batteries required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.0
7160,‎156 Inches,‎1366 x 768 pixels,,‎2.7 GHz intel_core_2_duo,‎8 GB DDR4,‎2400 MHz,‎1 TB HDD,‎Intel HD Graphics 620,‎Intel,‎Integrated,,"‎802.11bgn, 802.11b, 802.11b/g",,,‎Dell,‎Dell Inspiron,‎I3567-3276BLK-PUS,‎PC,‎Windows 10,‎1 pounds,‎22.4 x 14.1 x 2.8 inches,‎22.4 x 14.1 x 2.8 inches,,‎Intel,‎2,‎DDR4 SDRAM,‎8 GB,‎ATA,,‎5 Volts,‎1 Lithium Metal batteries required.,,‎1,‎5400 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.0
7161,‎15.6 Inches,‎1366 x 768 pixels,‎1600 x 900,‎1.73 GHz core_i7,‎8 GB DDR3,,‎320 GB HDD,‎NVIDIA Quadro FX 880M,‎NVIDIA,‎Dedicated,‎1 GB,‎Bluetooth,,,‎Lenovo,‎Lenovo Thinkpad,‎ThinkPad W510,‎PC,‎Windows 7,‎12 pounds,‎18 x 18 x 9 inches,‎18 x 18 x 9 inches,,‎Intel,‎1,‎DDR3 SDRAM,,‎Serial ATA,‎DVD±RW,,,‎AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0
7162,‎16 Inches,‎1920 x 1080 pixels,‎1920x1080,‎2 a13,‎1 GB DDR4,‎2400 MHz,‎4 GB SSD,,‎AMD,‎Integrated,,,,,‎Lenovo,‎Lenovo Thinkpad,‎4X41C12469,,‎Windows 10,‎1.1 pounds,‎2 x 2 x 2 inches,‎2 x 2 x 2 inches,‎Black,‎AMD,‎1,,,,‎BD-ROM,,‎1 Lithium Ion batteries required.,,‎2,,,,,,‎LENOVO - THINKPAD OPTIONS ACCES,‎English,‎B09BNTDRGW,"‎August 2, 2021",‎unisex-adult,‎No,,,,,,,,,,,,,,,,,,,,13.59
7164,‎14.1 Inches,‎1366 x 768 pixels,,‎core_i7,‎2 GB,,‎160 GB HDD,‎Intel HD Graphics,‎Intel,‎Integrated,,"‎802.11bgn, 802.11b, 802.11b/g",,,‎Dell,,‎E5410,,‎Windows 7,‎5.2 pounds,‎13.3 x 9.6 x 1.3 inches,‎13.3 x 9.6 x 1.3 inches,,,‎1,‎DDR3 SDRAM,,,,‎120 Volts,,‎Battery Powered,‎4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0
7165,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎1.6 GHz core_i5,‎8 GB DDR4,‎3.6 GHz,‎256 GB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,,‎Bluetooth,,,‎Dell,‎Inspiron,‎Inspiron,‎PC,‎Windows 10 Home,‎4.3 pounds,‎15 x 10.2 x 0.78 inches,‎15 x 10.2 x 0.78 inches,‎Black,‎Intel,‎4,‎DDR4 SDRAM,‎256 GB,‎PCIE x 4,,‎5 Volts,‎1 A batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.0
7168,‎15.6 Inches,‎1366 x 768 pixels,‎1366x768 Pixels,‎3.7 GHz Intel_Mobile_CPU,‎LPDDR5,,‎64 GB Emmc,‎Intel UHD Graphics,‎Intel,‎Integrated,‎8 GB,‎802.11a/g/n/ac,‎3,,‎hp,"‎HP 15.6"" Chromebook",‎HP Chromebook Laptop,,‎Chrome OS,‎3.81 pounds,‎14.28 x 0.78 x 9.51 inches,‎14.28 x 0.78 x 9.51 inches,‎Silver,‎Intel,‎4,‎DDR5 RAM,,‎Solid State,,‎5 Volts,,‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.28
